class_name,category,sampling_category,eligible,review_required,exclusion_reasons,review_reasons,overflow_risk,has_if,has_loop,estimated_loop_depth,has_array,has_recursion,method_count
FindMaxNum,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
FindPoints,branch,branch,True,True,,check the corresponding C math-library operation,low,True,False,0,True,False,1
CheckValue,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections; declares boxed primitive values,,low,True,True,1,False,False,1
CheckOddParity,sequential,sequential,False,False,declares boxed primitive values,,possible,False,False,0,False,False,1
TextMatchWordz,branch,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
AreEqual,single_path_loop,single_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
CountWays,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
FindDemlo,single_path_loop,single_path_loop,False,False,uses Java strings,,possible,False,True,1,False,False,1
EndNum,branch,branch,False,False,uses Java strings; declares boxed primitive values,,possible,True,False,0,False,False,1
GetNumber,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
CountNoOfWays,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
FindSum,multi_path_loop,multi_path_loop,False,False,uses streams or lambdas,,possible,True,True,1,True,False,1
FindKProduct,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
CheckValid,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,low,True,True,1,True,False,1
IntToRoman,nested,nested,False,False,uses Java strings; creates Java objects,,possible,False,True,2,True,False,1
Perimeter,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
Sum,nested,nested,True,False,,,possible,True,True,2,True,False,1
ReverseVowels,nested,nested,False,False,uses Java strings; creates Java objects,,possible,False,True,2,True,False,1
DiscriminantValue,branch,branch,False,False,uses Java strings; uses Java collections; uses Object values,,possible,True,False,0,False,False,0
DivisibleByDigits,nested,nested,True,True,,review nontrivial loop control,possible,True,True,2,True,False,1
MultiplyElements,single_path_loop,single_path_loop,True,False,,,possible,True,True,1,True,False,1
SmallestDivisor,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,False,False,1
RearExtract,single_path_loop,single_path_loop,False,False,uses Object values,,possible,False,True,1,True,False,1
CheckEmail,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
FindLongestRepeatingSubseq,multi_path_loop,multi_path_loop,False,True,uses Java strings; uses Java collections,check the corresponding C math-library operation,possible,True,True,1,False,False,1
RemoveLength,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
FindVolume,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
IsTwoAlter,multi_path_loop,multi_path_loop,False,False,uses Java strings; declares boxed primitive values,,possible,True,True,1,False,False,1
SurfaceareaCube,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
IsMonotonic,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
EvenPowerSum,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
GetMaxSum,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,True,False,1
GetItem,branch,branch,False,False,uses Java strings; uses Object values,,possible,True,False,0,True,False,1
RemoveElements,multi_path_loop,multi_path_loop,False,False,uses Java collections,,possible,True,True,1,True,False,1
OccuranceSubstring,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Object values; creates Java objects,,possible,True,True,1,True,False,1
FindTripletArray,nested,nested,True,False,,,possible,True,True,2,True,False,1
ProductEqual,multi_path_loop,multi_path_loop,False,False,uses Java strings; declares boxed primitive values,,possible,True,True,1,False,False,1
CheckIdentical,nested,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
SpecifiedElement,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
SmallestNum,multi_path_loop,multi_path_loop,False,False,uses Java exceptions; creates Java objects,,possible,True,True,1,True,False,1
MultiplyList,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
OddDays,branch,branch,True,False,,,possible,True,False,0,False,False,1
AllUnique,multi_path_loop,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,low,True,True,1,True,False,1
SumSquare,branch,branch,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,True,False,0,False,False,1
FindNthDigit,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
RemoveColumn,nested,nested,True,False,,,possible,True,True,2,True,False,1
FindCharLong,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
ValidityTriangle,branch,branch,False,False,declares boxed primitive values,,possible,True,False,0,False,False,1
SplitList,sequential,sequential,False,False,uses Java strings,,low,False,False,0,True,False,1
CountList,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
SumSeries,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
Subset,nested,nested,True,True,,check the corresponding C math-library operation,possible,False,True,2,True,False,1
CubeSum,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,False,False,1
FirstElement,multi_path_loop,multi_path_loop,False,False,uses Java collections,,possible,True,True,1,True,False,1
CountTuplex,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
RemoveParenthesis,branch,branch,False,False,uses Java strings,,low,True,False,0,True,False,1
CheckSubset,multi_path_loop,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,1,True,False,1
BitwiseXor,single_path_loop,single_path_loop,True,True,,check bitwise and shift translation,possible,False,True,1,True,False,1
SumOfPrimes,nested,nested,True,False,,,possible,True,True,2,True,False,1
WordsAe,nested,nested,False,False,uses Java strings; creates Java objects,,possible,True,True,2,True,False,1
SeqLinear,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,True,False,1
Last,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
MaxProfit,nested,recursive,True,True,,check the corresponding C math-library operation; review helper-method translation,possible,True,True,2,True,True,2
RemoveSplchar,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,False,False,1
NtimesList,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
CamelToSnake,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
Validate,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
Repeat,nested,nested,False,False,uses Java collections,,possible,True,True,2,False,False,0
RemoveChar,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
MoveLast,single_path_loop,single_path_loop,True,False,,,possible,True,True,1,True,False,1
SubjectMarks,sequential,sequential,False,False,uses streams or lambdas; uses Object values,,low,False,False,0,True,False,1
CheckStr,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
Overlapping,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,True,False,1
Find,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
ChunkTuples,nested,nested,False,True,uses Java collections,check bitwise and shift translation,possible,True,True,2,False,False,0
FindParity,branch,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
ExtractString,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
FindMinLength,multi_path_loop,multi_path_loop,True,False,,,low,True,True,1,True,False,1
LongWords,multi_path_loop,multi_path_loop,False,False,uses Java strings; creates Java objects,,possible,True,True,1,True,False,1
FloorMin,sequential,sequential,True,True,,check the corresponding C math-library operation,possible,False,False,0,False,False,1
MulConsecutiveNums,single_path_loop,single_path_loop,True,False,,,possible,True,True,1,True,False,1
PerimeterTriangle,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
MaxSimilarIndices,nested,nested,False,False,uses Java collections; declares boxed primitive values; uses streams or lambdas; creates Java objects,,possible,True,True,2,True,False,1
FindLiterals,multi_path_loop,multi_path_loop,False,True,uses Java strings; uses Java collections; uses Object values; creates Java objects,review nontrivial loop control,possible,True,True,1,True,False,1
UniqueCharacters,multi_path_loop,multi_path_loop,False,False,uses Java strings; uses Java collections; declares boxed primitive values,,possible,True,True,1,False,False,1
MulEvenOdd,multi_path_loop,multi_path_loop,True,True,,review nontrivial loop control,possible,True,True,1,True,False,1
ReArrangeArray,multi_path_loop,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
MagicSquareTest,nested,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
HarmonicSum,single_path_loop,single_path_loop,False,True,declares boxed primitive values,review floating-point semantics,possible,False,True,1,False,False,1
AreRotations,branch,branch,False,False,uses Java strings; declares boxed primitive values,,possible,True,False,0,False,False,1
PosCount,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
AddString,single_path_loop,single_path_loop,False,False,uses Java strings; uses Java collections; uses Object values,,possible,False,True,1,False,False,0
LenLog,multi_path_loop,multi_path_loop,False,False,uses Java strings,,low,True,True,1,True,False,1
Power,branch,recursive,True,False,,,possible,True,False,0,False,True,1
EquilibriumIndex,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
StringLiterals,multi_path_loop,multi_path_loop,False,True,uses Java strings,review nontrivial loop control,low,True,True,1,True,False,1
CummulativeSum,nested,nested,True,False,,,possible,False,True,2,True,False,1
ClosestNum,multi_path_loop,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,False,False,1
LateralsurfaceCone,sequential,sequential,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,False,0,False,False,1
CombSort,nested,nested,True,False,,,possible,True,True,2,True,False,1
RemoveMultipleSpaces,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
SameLength,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
SortString,sequential,sequential,False,False,uses Java strings; creates Java objects,,low,False,False,0,True,False,1
MinOfThree,branch,branch,True,False,,,low,True,False,0,False,False,1
CalSum,single_path_loop,single_path_loop,True,False,,,possible,True,True,1,False,False,1
RemoveLowercase,sequential,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
Search,multi_path_loop,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
GreaterSpecificnum,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values,,low,True,True,1,True,False,1
IsSubsetSum,branch,recursive,False,False,declares boxed primitive values,,possible,True,False,0,True,True,1
TestDistinct,multi_path_loop,multi_path_loop,False,False,declares boxed primitive values; uses Java exceptions; creates Java objects,,possible,True,True,1,True,False,1
TextLowercaseUnderscore,multi_path_loop,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,True,False,1
NewTuple,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
MinSwaps,multi_path_loop,multi_path_loop,False,True,uses Java strings; uses Object values,check bitwise and shift translation,possible,True,True,1,False,False,1
LastDigitFactorial,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,False,False,1
TupleToDict,single_path_loop,single_path_loop,False,False,uses Java collections,,possible,False,True,1,True,False,0
CheckDistinct,multi_path_loop,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,1,True,False,1
GetKey,sequential,sequential,False,False,uses Java strings; uses Java collections,,low,False,False,0,False,False,0
EvenOrOdd,branch,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
FourthPowerSum,single_path_loop,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,False,False,1
DiameterCircle,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
ParabolaFocus,sequential,sequential,True,True,,review floating-point semantics,possible,False,False,0,True,False,1
MonthSeason,branch,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
Remove,single_path_loop,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
IsNonagonal,single_path_loop,single_path_loop,True,False,,,possible,False,True,1,True,False,1
SquareSum,sequential,sequential,True,False,,,possible,False,False,0,False,False,1
GetLudic,nested,nested,True,False,,,possible,False,True,2,True,False,1
CheckMonthnumNumber,branch,branch,False,False,declares boxed primitive values,,low,True,False,0,False,False,1
IncrementNumerics,nested,nested,False,False,uses Java strings,,possible,True,True,2,True,False,0
