class_name,category,eligible,review_required,exclusion_reasons,review_reasons,overflow_risk,has_if,has_loop,estimated_loop_depth,has_array,has_recursion,method_count
MaxSimilarIndices,nested,False,False,uses Java collections; declares boxed primitive values; uses streams or lambdas; creates Java objects,,possible,True,True,2,True,False,1
FindLiterals,multi_path_loop,False,True,uses Java strings; uses Java collections; uses Object values; creates Java objects,review nontrivial loop control,possible,True,True,1,True,False,1
UniqueCharacters,multi_path_loop,False,False,uses Java strings; uses Java collections; declares boxed primitive values,,possible,True,True,1,False,False,1
MulEvenOdd,multi_path_loop,True,True,,review nontrivial loop control,possible,True,True,1,True,False,1
ReArrangeArray,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,True,False,1
MagicSquareTest,nested,False,False,declares boxed primitive values,,possible,True,True,2,True,False,1
HarmonicSum,single_path_loop,False,True,declares boxed primitive values,review floating-point semantics,possible,False,True,1,False,False,1
AreRotations,branch,False,False,uses Java strings; declares boxed primitive values,,possible,True,False,0,False,False,1
PosCount,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
AddString,single_path_loop,False,False,uses Java strings; uses Java collections; uses Object values,,possible,False,True,1,False,False,0
LenLog,multi_path_loop,False,False,uses Java strings,,low,True,True,1,True,False,1
Power,branch,True,False,,,possible,True,False,0,False,True,1
EquilibriumIndex,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
StringLiterals,multi_path_loop,False,True,uses Java strings,review nontrivial loop control,low,True,True,1,True,False,1
CummulativeSum,nested,True,False,,,possible,False,True,2,True,False,1
ClosestNum,multi_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,False,False,1
LateralsurfaceCone,sequential,False,True,declares boxed primitive values,review floating-point semantics; check the corresponding C math-library operation,possible,False,False,0,False,False,1
CombSort,nested,True,False,,,possible,True,True,2,True,False,1
RemoveMultipleSpaces,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
SameLength,multi_path_loop,False,False,declares boxed primitive values,,possible,True,True,1,False,False,1
SortString,sequential,False,False,uses Java strings; creates Java objects,,low,False,False,0,True,False,1
MinOfThree,branch,True,False,,,low,True,False,0,False,False,1
CalSum,single_path_loop,True,False,,,possible,True,True,1,False,False,1
RemoveLowercase,sequential,False,False,uses Java strings,,low,False,False,0,False,False,1
Search,multi_path_loop,True,False,,,possible,True,True,1,True,False,1
GreaterSpecificnum,multi_path_loop,False,False,declares boxed primitive values,,low,True,True,1,True,False,1
IsSubsetSum,branch,False,False,declares boxed primitive values,,possible,True,False,0,True,True,1
TestDistinct,multi_path_loop,False,False,declares boxed primitive values; uses Java exceptions; creates Java objects,,possible,True,True,1,True,False,1
TextLowercaseUnderscore,multi_path_loop,False,False,uses Java strings,,possible,True,True,1,True,False,1
NewTuple,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
MinSwaps,multi_path_loop,False,True,uses Java strings; uses Object values,check bitwise and shift translation,possible,True,True,1,False,False,1
LastDigitFactorial,single_path_loop,True,True,,check the corresponding C math-library operation,possible,True,True,1,False,False,1
TupleToDict,single_path_loop,False,False,uses Java collections,,possible,False,True,1,True,False,0
CheckDistinct,multi_path_loop,False,False,uses Java collections; declares boxed primitive values,,possible,True,True,1,True,False,1
GetKey,sequential,False,False,uses Java strings; uses Java collections,,low,False,False,0,False,False,0
EvenOrOdd,branch,False,False,uses Java strings,,possible,True,False,0,False,False,1
FourthPowerSum,single_path_loop,True,True,,check the corresponding C math-library operation,possible,False,True,1,False,False,1
DiameterCircle,sequential,True,False,,,possible,False,False,0,False,False,1
ParabolaFocus,sequential,True,True,,review floating-point semantics,possible,False,False,0,True,False,1
MonthSeason,branch,False,False,uses Java strings,,low,True,False,0,False,False,1
Remove,single_path_loop,False,False,uses Java strings; creates Java objects,,possible,False,True,1,True,False,1
IsNonagonal,single_path_loop,True,False,,,possible,False,True,1,True,False,1
SquareSum,sequential,True,False,,,possible,False,False,0,False,False,1
GetLudic,nested,True,False,,,possible,False,True,2,True,False,1
CheckMonthnumNumber,branch,False,False,declares boxed primitive values,,low,True,False,0,False,False,1
IncrementNumerics,nested,False,False,uses Java strings,,possible,True,True,2,True,False,0
